"","gene","length"
"17987","PPDPF",428
"17988","PTK6",1391
"17989","SRMS",1502
"17990","FNDC11",957
"17991","HELZ2",8061
"17992","GMEB2",1633
"17993","STMN3",563
"17994","RTEL1",4140
"17995","TNFRSF6B",913
"17996","ARFRP1",638
"17997","ZGPAT",1621
"17998","LIME1",973
"17999","SLC2A4RG",1199
"18000","ZBTB46",1785
"18001","ABHD16B",1410
"18002","TPD52L2",827
"18003","DNAJC5",612
"18004","UCKL1",1849
"18005","ZNF512B",2754
"18006","SAMD10",629
"18007","PRPF6",2926
"18008","C20orf204",585
"18009","SOX18",1160
"18010","TCEA2",1154
"18011","RGS19",674
"18012","LKAAEAR1",728
"18013","OPRL1",1123
"18014","NPBWR2",1002
"18015","MYT1",3608
"18016","PCMTD2",1106
"18017","TPTE",1756
"18018","POTED",1827
"18019","LIPI",1462
"18020","RBM11",866
"18021","HSPA13",1436
"18022","SAMSN1",2145
"18023","NRIP1",3477
"18024","USP25",3503
"18025","CXADR",1172
"18026","BTG3",911
"18027","C21orf91",909
"18028","CHODL",987
"18029","TMPRSS15",3180
"18030","NCAM2",2599
"18031","MRPL39",1156
"18032","JAM2",1019
"18033","ATP5PF",439
"18034","GABPA",1405
"18035","APP",2443
"18036","CYYR1",550
"18037","ADAMTS1",2944
"18038","ADAMTS5",2828
"18039","N6AMT1",670
"18040","LTN1",5727
"18041","RWDD2B",980
"18042","USP16",2552
"18043","CCT8",1723
"18044","MAP3K7CL",887
"18045","BACH1",2226
"18046","GRIK1",3098
"18047","CLDN17",675
"18048","CLDN8",678
"18049","KRTAP24-1",765
"18050","KRTAP25-1",309
"18051","KRTAP26-1",633
"18052","KRTAP27-1",624
"18053","KRTAP23-1",198
"18054","KRTAP13-2",528
"18055","KRTAP13-1",519
"18056","KRTAP13-3",519
"18057","KRTAP13-4",483
"18058","KRTAP15-1",414
"18059","KRTAP19-1",273
"18060","KRTAP19-2",159
"18061","KRTAP19-3",246
"18062","KRTAP19-4",255
"18063","KRTAP19-5",219
"18064","KRTAP19-6",177
"18065","KRTAP19-7",192
"18066","KRTAP22-2",138
"18067","KRTAP6-3",333
"18068","KRTAP6-2",189
"18069","KRTAP22-1",147
"18070","KRTAP6-1",216
"18071","KRTAP20-1",171
"18072","KRTAP20-4",135
"18073","KRTAP20-2",198
"18074","KRTAP20-3",135
"18075","KRTAP21-3",177
"18076","KRTAP21-2",252
"18077","KRTAP21-1",240
"18078","KRTAP8-1",192
"18079","KRTAP7-1",264
"18080","KRTAP11-1",492
"18081","KRTAP19-8",192
"18082","TIAM1",5039
"18083","SOD1",485
"18084","SCAF4",3539
"18085","HUNK",2195
"18086","MIS18A",722
"18087","MRAP",634
"18088","URB1",7006
"18089","EVA1C",1361
"18090","CFAP298-TCP10L",1309
"18091","TCP10L",687
"18092","CFAP298",972
"18093","SYNJ1",5026
"18094","PAXBP1",2955
"18095","C21orf62",660
"18096","OLIG2",972
"18097","OLIG1",816
"18098","IFNAR2",1741
"18099","IFNAR2-IL10RB",1693
"18100","IL10RB",1156
"18101","IFNAR1",1811
"18102","IFNGR2",1106
"18103","TMEM50B",502
"18104","DNAJC28",1167
"18105","GART",3135
"18106","SON",7753
"18107","DONSON",1746
"18108","CRYZL1",1310
"18109","ITSN1",5731
"18110","ATP5PO",672
"18111","MRPS6",388
"18112","SLC5A3",2157
"18113","KCNE2",372
"18114","SMIM11",384
"18115","C21orf140",756
"18116","SMIM34",425
"18117","KCNE1",390
"18118","RCAN1",1400
"18119","CLIC6",2145
"18120","RUNX1",1523
"18121","SETD4",1392
"18122","CBR1",1380
"18123","CBR3",844
"18124","DOP1B",7072
"18125","MORC3",2900
"18126","CHAF1B",1740
"18127","CLDN14",720
"18128","SIM2",2054
"18129","HLCS",2672
"18130","RIPPLY3",588
"18131","PIGP",499
"18132","TTC3",6509
"18133","VPS26C",929
"18134","DYRK1A",2423
"18135","KCNJ6",1282
"18136","KCNJ15",1128
"18137","ERG",1527
"18138","ETS2",1555
"18139","PSMG1",897
"18140","BRWD1",7446
"18141","HMGN1",394
"18142","GET1",618
"18143","GET1-SH3BGR",857
"18144","LCA5L",2070
"18145","SH3BGR",640
"18146","B3GALT5",933
"18147","IGSF5",1264
"18148","PCP4",199
"18149","DSCAM",6210
"18150","BACE2",1597
"18151","FAM3B",951
"18152","MX2",2208
"18153","MX1",2191
"18154","TMPRSS2",1783
"18155","RIPK4",2539
"18156","PRDM15",3804
"18157","C2CD2",2156
"18158","ZBTB21",3201
"18159","UMODL1",4441
"18160","ABCG1",3009
"18161","TFF3",253
"18162","TFF2",405
"18163","TFF1",265
"18164","TMPRSS3",1500
"18165","UBASH3A",2056
"18166","RSPH1",970
"18167","SLC37A1",1692
"18168","PDE9A",1958
"18169","WDR4",1289
"18170","NDUFV3",1437
"18171","ERVH48-1",483
"18172","PKNOX1",1356
"18173","CBS",1726
"18174","U2AF1",830
"18175","CRYAA",745
"18176","SIK1",2412
"18177","HSF2BP",1040
"18178","H2BC12L",381
"18179","RRP1B",2352
"18180","PDXK",1900
"18181","CSTB",388
"18182","RRP1",1446
"18183","ENSG00000288593",128
"18184","AGPAT3",1166
"18185","TRAPPC10",3933
"18186","PWP2",2860
"18187","GATD3",1038
"18188","ICOSLG",1707
"18189","DNMT3L",1214
"18190","AIRE",1703
"18191","PFKL",2494
"18192","CFAP410",1161
"18193","TRPM2",4822
"18194","LRRC3",774
"18195","TSPEAR",2065
"18196","KRTAP10-1",849
"18197","KRTAP10-2",768
"18198","KRTAP10-3",666
"18199","KRTAP10-4",1206
"18200","KRTAP10-5",816
"18201","KRTAP10-6",1098
"18202","KRTAP10-7",1113
"18203","KRTAP10-8",780
"18204","KRTAP10-9",879
"18205","KRTAP10-10",756
"18206","KRTAP10-11",897
"18207","KRTAP12-4",339
"18208","KRTAP12-3",291
"18209","KRTAP12-2",441
"18210","KRTAP12-1",291
"18211","KRTAP10-12",738
"18212","UBE2G2",523
"18213","SUMO3",761
"18214","PTTG1IP",890
"18215","ITGB2",2639
"18216","SLX9",718
"18217","ADARB1",2434
"18218","POFUT2",1571
"18219","COL18A1",5579
"18220","SLC19A1",2394
"18221","PCBP3",1250
"18222","COL6A1",3257
"18223","COL6A2",3516
"18224","FTCD",1809
"18225","SPATC1L",1038
"18226","LSS",2304
"18227","MCM3AP",6078
"18228","YBEY",519
"18229","C21orf58",1128
"18230","PCNT",10279
"18231","ENSG00000286224",204
"18232","DIP2A",4968
"18233","S100B",383
"18234","PRMT2",1702
"18235","OR11H1",948
"18236","POTEH",1683
"18237","CCT8L2",1674
"18238","XKR3",1390
"18239","GAB4",2100
"18240","IL17RA",2661
"18241","TMEM121B",1737
"18242","HDHD5",1346
"18243","ADA2",1803
"18244","CECR2",4613
"18245","SLC25A18",988
"18246","ATP6V1E1",721
"18247","BCL2L13",1682
"18248","BID",851
"18249","MICAL3",7027
"18250","PEX26",938
"18251","TUBA8",1522
"18252","USP18",1164
"18253","GGTLC3",698
"18254","TMEM191B",1151
"18255","RIMBP3",4920
"18256","FAM246B",699
"18257","DGCR6",844
"18258","ENSG00000283809",563
"18259","PRODH",1868
"18260","DGCR2",1698
"18261","TSSK2",1077
"18262","ESS2",1476
"18263","GSC2",628
"18264","SLC25A1",976
"18265","CLTCL1",5150
"18266","HIRA",3174
"18267","MRPL40",636
"18268","C22orf39",381
"18269","UFD1",979
"18270","CDC45",1887
"18271","CLDN5",912
"18272","SEPTIN5",1249
"18273","GP1BB",626
"18274","TBX1",1884
"18275","GNB1L",1020
"18276","RTL10",1095
"18277","TXNRD2",1082
"18278","COMT",1285
"18279","ARVCF",2993
"18280","TANGO2",1048
"18281","DGCR8",2382
"18282","TRMT2A",2009
"18283","RANBP1",880
"18284","ZDHHC8",2561
"18285","CCDC188",1249
"18286","RTN4R",1427
"18287","DGCR6L",683
"18288","ZNF74",2008
"18289","SCARF2",2666
"18290","KLHL22",1930
"18291","MED15",2452
"18292","PI4KA",6579
"18293","SERPIND1",1515
"18294","SNAP29",797
"18295","CRKL",922
"18296","AIFM3",1931
"18297","LZTR1",2623
"18298","THAP7",945
"18299","TUBA3FP",258
"18300","P2RX6",1381
"18301","SLC7A4",1923
"18302","LRRC74B",1219
"18303","FAM246A",699
"18304","RIMBP3B",4920
"18305","HIC2",1853
"18306","TMEM191C",1013
"18307","RIMBP3C",4920
"18308","UBE2L3",684
"18309","YDJC",992
"18310","CCDC116",2232
"18311","SDF2L1",676
"18312","PPIL2",2201
"18313","YPEL1",500
"18314","MAPK1",1118
"18315","PPM1F",1493
"18316","TOP3B",2669
"18317","VPREB1",454
"18318","ZNF280B",1632
"18319","ZNF280A",1629
"18320","PRAME",1547
"18321","GGTLC2",774
"18322","IGLL5",658
"18323","RSPH14",1099
"18324","GNAZ",1073
"18325","RAB36",849
"18326","BCR",3926
"18327","IGLL1",652
"18328","DRICH1",745
"18329","RGL4",1794
"18330","ZNF70",1341
"18331","VPREB3",377
"18332","C22orf15",595
"18333","CHCHD10",465
"18334","MMP11",1502
"18335","SMARCB1",1252
"18336","DERL3",979
"18337","SLC2A11",1855
"18338","ENSG00000251357",655
"18339","MIF",358
"18340","GSTT2B",755
"18341","DDTL",415
"18342","DDT",637
"18343","GSTT4",746
"18344","CABIN1",6862
"18345","SUSD2",2539
"18346","GGT5",1819
"18347","SPECC1L",3567
"18348","ADORA2A",1244
"18349","UPB1",1399
"18350","GUCD1",962
"18351","SNRPD3",437
"18352","LRRC75B",963
"18353","GGT1",1841
"18354","PIWIL3",2744
"18355","SGSM1",3572
"18356","LHFPL7",613
"18357","KIAA1671",5808
"18358","CRYBB3",656
"18359","CRYBB2",638
"18360","GRK3",2167
"18361","MYO18B",7912
"18362","SEZ6L",3155
"18363","ASPHD2",1120
"18364","HPS4",2425
"18365","SRRD",1050
"18366","TFIP11",2569
"18367","TPST2",1149
"18368","CRYBB1",779
"18369","CRYBA4",611
"18370","MN1",3968
"18371","PITPNB",948
"18372","TTC28",7556
"18373","CHEK2",1900
"18374","HSCB",738
"18375","CCDC117",860
"18376","XBP1",1272
"18377","ZNRF3",2851
"18378","C22orf31",883
"18379","KREMEN1",1533
"18380","EMID1",1498
"18381","RHBDD3",1181
"18382","EWSR1",2251
"18383","GAS2L1",2068
"18384","RASL10A",624
"18385","AP1B1",2955
"18386","RFPL1",959
"18387","NEFH",3078
"18388","THOC5",2142
"18389","NIPSNAP1",900
"18390","NF2",1901
"18391","CABP7",668
"18392","ZMAT5",533
"18393","UQCR10",233
"18394","ASCC2",2364
"18395","MTMR3",3714
"18396","HORMAD2",969
"18397","LIF",619
"18398","OSM",769
"18399","CASTOR1",1030
"18400","ENSG00000248751",1503
"18401","TBC1D10A",1588
"18402","SF3A1",2457
"18403","CCDC157",2306
"18404","RNF215",1582
"18405","SEC14L2",1362
"18406","ENSG00000249590",1057
"18407","MTFP1",688
"18408","SEC14L3",1424
"18409","SEC14L4",1276
"18410","SEC14L6",1249
"18411","GAL3ST1",1277
"18412","PES1",1837
"18413","TCN2",1457
"18414","SLC35E4",1146
"18415","DUSP18",567
"18416","OSBP2",3062
"18417","MORC2",3224
"18418","TUG1",462
"18419","SMTN",3812
"18420","INPP5J",3081
"18421","PLA2G3",1560
"18422","RNF185",604
"18423","LIMK2",2402
"18424","PIK3IP1",932
"18425","PATZ1",2365
"18426","DRG1",1463
"18427","EIF4ENIF1",3046
"18428","SFI1",3884
"18429","PISD",1492
"18430","PRR14L",6491
"18431","DEPDC5",5235
"18432","ENSG00000285404",1903
"18433","YWHAH",866
"18434","SLC5A1",2065
"18435","C22orf42",796
"18436","RFPL2",1152
"18437","SLC5A4",2050
"18438","RFPL3",959
"18439","RTCB",1573
"18440","BPIFC",1596
"18441","FBXO7",1649
"18442","SYN3",1803
"18443","TIMP3",656
"18444","LARGE1",2451
"18445","ISX",753
"18446","HMGXB4",1851
"18447","TOM1",1552
"18448","HMOX1",887
"18449","MCM5",2280
"18450","RASD2",806
"18451","MB",475
"18452","APOL6",1037
"18453","APOL5",1317
"18454","RBFOX2",1705
"18455","APOL3",1232
"18456","APOL4",1358
"18457","APOL2",1375
"18458","APOL1",1309
"18459","MYH9",6272
"18460","TXN2",511
"18461","FOXRED2",2090
"18462","EIF3D",1712
"18463","CACNG2",987
"18464","IFT27",591
"18465","PVALB",348
"18466","NCF4",1305
"18467","CSF2RB",2772
"18468","CIMIP4",863
"18469","TST",899
"18470","MPST",1046
"18471","KCTD17",985
"18472","TMPRSS6",2720
"18473","IL2RB",1782
"18474","C1QTNF6",911
"18475","SSTR3",1257
"18476","RAC2",760
"18477","CYTH4",1320
"18478","ELFN2",2463
"18479","MFNG",1008
"18480","CARD10",3248
"18481","CDC42EP1",1181
"18482","LGALS2",414
"18483","GGA1",2068
"18484","SH3BP1",2191
"18485","ENSG00000285304",1893
"18486","PDXP",896
"18487","LGALS1",423
"18488","NOL12",667
"18489","TRIOBP",7497
"18490","H1-0",585
"18491","GCAT",1378
"18492","GALR3",1112
"18493","ANKRD54",938
"18494","EIF3L",1884
"18495","MICALL1",2870
"18496","C22orf23",679
"18497","POLR2F",754
"18498","SOX10",1637
"18499","PICK1",1303
"18500","SLC16A8",1530
"18501","BAIAP2L2",1655
"18502","PLA2G6",2729
"18503","MAFF",500
"18504","TMEM184B",1259
"18505","CSNK1E",1472
"18506","TPTEP2-CSNK1E",1291
"18507","KCNJ4",1338
"18508","KDELR3",721
"18509","DDX17",2256
"18510","DMC1",1083
"18511","FAM227A",2060
"18512","CBY1",396
"18513","TOMM22",444
"18514","JOSD1",624
"18515","GTPBP1",2065
"18516","SUN2",2432
"18517","DNAL4",379
"18518","NPTXR",1523
"18519","CBX6",1259
"18520","APOBEC3A",620
"18521","APOBEC3B",1503
"18522","APOBEC3C",588
"18523","ENSG00000284554",1191
"18524","APOBEC3D",1191
"18525","APOBEC3F",1289
"18526","APOBEC3G",1190
"18527","APOBEC3H",629
"18528","CBX7",781
"18529","PDGFB",772
"18530","RPL3",1257
"18531","SYNGR1",968
"18532","TAB1",1649
"18533","MGAT3",1602
"18534","MIURF",213
"18535","MIEF1",1553
"18536","ATF4",1126
"18537","RPS19BP1",426
"18538","CACNA1I",6873
"18539","ENTHD1",1849
"18540","GRAP2",1023
"18541","TMA7B",195
"18542","FAM83F",1523
"18543","TNRC6B",5733
"18544","ADSL",1815
"18545","SGSM3",2350
"18546","MRTFA",3410
"18547","MCHR1",1067
"18548","SLC25A17",1050
"18549","ST13",1165
"18550","XPNPEP3",1675
"18551","DNAJB7",930
"18552","RBX1",347
"18553","EP300",7395
"18554","L3MBTL2",2198
"18555","CHADL",2314
"18556","RANGAP1",1834
"18557","ZC3H7B",3039
"18558","TEF",997
"18559","TOB2",1035
"18560","PHF5A",348
"18561","ACO2",2813
"18562","POLR3H",640
"18563","CSDC2",472
"18564","PMM1",824
"18565","DESI1",532
"18566","XRCC6",1885
"18567","SNU13",904
"18568","MEI1",4010
"18569","CCDC134",715
"18570","SREBF2",3516
"18571","SHISA8",1209
"18572","TNFRSF13C",565
"18573","CENPM",692
"18574","SMIM45",207
"18575","SEPTIN3",2673
"18576","WBP2NL",955
"18577","NAGA",1276
"18578","PHETA2",780
"18579","SMDT1",329
"18580","NDUFA6",475
"18581","CYP2D6",1534
"18582","TCF20",5918
"18583","NFAM1",838
"18584","RRP7A",873
"18585","SERHL2",1000
"18586","POLDIP3",1467
"18587","CYB5R3",1323
"18588","ATP5MGL",303
"18589","A4GALT",1062
"18590","ARFGAP3",1626
"18591","PACSIN2",1506
"18592","TTLL1",1312
"18593","BIK",498
"18594","MCAT",1188
"18595","TSPO",520
"18596","TTLL12",2000
"18597","SCUBE1",3274
"18598","MPPED1",1006
"18599","EFCAB6",4687
"18600","SULT4A1",885
"18601","PNPLA5",1330
"18602","PNPLA3",1486
"18603","SAMM50",1480
"18604","PARVB",1378
"18605","PARVG",1081
"18606","SHISAL1",610
"18607","RTL6",720
"18608","PRR5",1291
"18609","PRR5-ARHGAP8",2149
"18610","ARHGAP8",1450
"18611","PHF21B",1677
"18612","NUP50",1437
"18613","KIAA0930",1460
"18614","UPK3A",889
"18615","FAM118A",1198
"18616","SMC1B",3828
"18617","RIBC2",1179
"18618","FBLN1",2785
"18619","ATXN10",1607
"18620","WNT7B",1227
"18621","PPARA",1432
"18622","CDPF1",507
"18623","PKDREJ",6762
"18624","TTC38",1528
"18625","GTSE1",2270
"18626","TRMU",1316
"18627","CELSR1",9255
"18628","GRAMD4",1822
"18629","CERK",1674
"18630","TBC1D22A",1646
"18631","TAFA5",536
"18632","BRD1",3625
"18633","ZBED4",3516
"18634","ALG12",1507
"18635","CRELD2",1259
"18636","PIM3",1006
"18637","IL17REL",1594
"18638","TTLL8",2319
"18639","MLC1",1184
"18640","MOV10L1",3861
"18641","PANX2",2044
"18642","TRABD",1187
"18643","TUBGCP6",5639
"18644","HDAC10",2105
"18645","MAPK12",1207
"18646","MAPK11",1150
"18647","PLXNB2",5687
"18648","DENND6B",1853
"18649","PPP6R2",3012
"18650","SBF1",5915
"18651","ADM2",452
"18652","MIOX",935
"18653","LMF2",2206
"18654","NCAPH2",2015
"18655","SCO2",801
"18656","TYMP",1504
"18657","CIMAP1B",895
"18658","KLHDC7B",3708
"18659","SYCE3",272
"18660","CPT1B",2404
"18661","CHKB",1238
"18662","MAPK8IP2",2530
"18663","ARSA",1565
"18664","SHANK3",5139
"18665","ACR",1362
"18666","RABL2B",879
"18667","PLCXD1",1994
"18668","GTPBP6",3192
"18669","PPP2R3B",3576
"18670","SHOX",1892
"18671","CRLF2",2302
"18672","CSF2RA",3282
"18673","IL3RA",2374
"18674","SLC25A6",1824
"18675","ASMTL",3852
"18676","P2RY8",2160
"18677","AKAP17A",4578
"18678","ASMT",2324
"18679","DHRSX",2046
"18680","ZBED1",4170
"18681","CD99",1670
"18682","XG",638
"18683","GYG2",1556
"18684","ARSD",1827
"18685","ARSL",1916
"18686","ARSH",1729
"18687","ARSF",1818
"18688","MXRA5",8512
"18689","PRKX",1112
"18690","NLGN4X",2536
"18691","VCX3A",566
"18692","PUDP",895
"18693","STS",1826
"18694","VCX",626
"18695","PNPLA4",787
"18696","VCX2",425
"18697","VCX3B",746
"18698","ANOS1",2108
"18699","FAM9A",1034
"18700","FAM9B",816
"18701","TBL1X",1833
"18702","GPR143",1255
"18703","SHROOM2",4896
"18704","CLDN34",645
"18705","WWC3",3763
"18706","CLCN4",2362
"18707","MID1",2384
"18708","ENSG00000291314",95
"18709","HCCS",832
"18710","ARHGAP6",3260
"18711","AMELX",643
"18712","MSL3",2157
"18713","FRMPD4",5556
"18714","PRPS2",1066
"18715","TLR7",3155
"18716","TLR8",3191
"18717","TMSB4X",140
"18718","FAM9C",696
"18719","ATXN3L",1068
"18720","EGFL6",1720
"18721","TCEANC",1151
"18722","RAB9A",606
"18723","TRAPPC2",560
"18724","OFD1",3149
"18725","GPM6B",1112
"18726","GEMIN8",739
"18727","GLRA2",1472
"18728","FANCB",3090
"18729","MOSPD2",1709
"18730","ASB9",941
"18731","ASB11",1123
"18732","PIGA",1491
"18733","VEGFD",1095
"18734","PIR",913
"18735","ACE2",2667
"18736","BMX",2113
"18737","CLTRN",694
"18738","CA5B",984
"18739","ZRSR2",1854
"18740","AP1S2",600
"18741","GRPR",1165
"18742","MAGEB17",1011
"18743","CTPS2",1841
"18744","S100G",245
"18745","SYAP1",1099
"18746","TXLNG",1632
"18747","RBBP7",1484
"18748","REPS2",2068
"18749","NHS",5033
"18750","SCML1",1023
"18751","RAI2",1593
"18752","BEND2",2488
"18753","SCML2",2168
"18754","CDKL5",3635
"18755","RS1",700
"18756","PPEF1",2037
"18757","PHKA2",3868
"18758","ADGRG2",3184
"18759","PDHA1",1452
"18760","MAP3K15",4082
"18761","SH3KBP1",2379
"18762","BCLAF3",2186
"18763","MAP7D2",2397
"18764","EIF1AX",465
"18765","RPS6KA3",2370
"18766","CNKSR2",3402
"18767","KLHL34",1935
"18768","SMPX",277
"18769","MBTPS2",1630
"18770","YY2",1119
"18771","SMS",1151
"18772","PHEX",2355
"18773","CBLL2",1278
"18774","DDX53",1896
"18775","PTCHD1",2677
"18776","PRDX4",928
"18777","ACOT9",1422
"18778","ENSG00000288706",90
"18779","SAT1",541
"18780","APOO",632
"18781","CXorf58",1162
"18782","KLHL15",2038
"18783","EIF2S3",1474
"18784","ZFX",2570
"18785","SUPT20HL2",2454
"18786","SUPT20HL1",2664
"18787","PDK3",1305
"18788","PCYT1B",1246
"18789","POLA1",4590
"18790","ARX",1709
"18791","MAGEB18",1032
"18792","MAGEB6B",1224
"18793","MAGEB6",1224
"18794","MAGEB5",828
"18795","PPP4R3C",2499
"18796","DCAF8L2",1896
"18797","MAGEB10",1044
"18798","DCAF8L1",1803
"18799","IL1RAPL1",2136
"18800","MAGEB2",960
"18801","MAGEB3",1041
"18802","MAGEB4",1041
"18803","MAGEB1",1044
"18804","NR0B1",1455
"18805","TASL",906
"18806","GK",1891
"18807","TAB3",2169
"18808","FTHL17",552
"18809","DMD",11863
"18810","FAM47A",2376
"18811","TMEM47",556
"18812","FAM47B",1938
"18813","MAGEB16",1076
"18814","CFAP47",10214
"18815","H2AL1Q",600
"18816","FAM47C",3108
"18817","PRRG1",747
"18818","ENSG00000250349",875
"18819","LANCL3",1349
"18820","XK",1345
"18821","CYBB",1773
"18822","DYNLT3",570
"18823","H2AP",354
"18824","H2AL3",447
"18825","SYTL5",2339
"18826","SRPX",1440
"18827","RPGR",4745
"18828","OTC",1110
"18829","TSPAN7",836
"18830","MID1IP1",552
"18831","BCOR",5354
"18832","ATP6AP2",1093
"18833","MPC1L",411
"18834","CXorf38",985
"18835","MED14",4515
"18836","USP9X",7943
"18837","DDX3X",2798
"18838","NYX",1436
"18839","CASK",3174
"18840","GPR34",1146
"18841","GPR82",1011
"18842","PPP1R2C",609
"18843","MAOA",1654
"18844","MAOB",1633
"18845","NDP",407
"18846","EFHC2",2320
"18847","FUNDC1",488
"18848","DUSP21",573
"18849","KDM6A",4569
"18850","DIPK2B",1375
"18851","KRBOX4",623
"18852","ZNF674",1761
"18853","CHST7",1461
"18854","SLC9A7",2270
"18855","RP2",1073
"18856","JADE3",2517
"18857","RGN",925
"18858","NDUFB11",504
"18859","RBM10",3103
"18860","UBA1",3577
"18861","CDK16",1803
"18862","USP11",2992
"18863","ZNF157",1536
"18864","ZNF41",2355
"18865","ARAF",1893
"18866","SYN1",2178
"18867","TIMP1",724
"18868","CFP",1452
"18869","ELK1",1307
"18870","UXT",535
"18871","ZNF81",2027
"18872","ZNF182",1953
"18873","SPACA5",495
"18874","ZNF630",2007
"18875","SPACA5B",495
"18876","SSX5",720
"18877","SSX1",592
"18878","SSX3",781
"18879","SSX4",628
"18880","SSX4B",628
"18881","SLC38A5",1489
"18882","FTSJ1",1040
"18883","PORCN",1451
"18884","EBP",708
"18885","ENSG00000286268",883
"18886","TBC1D25",2092
"18887","RBM3",696
"18888","WDR13",1498
"18889","WAS",1886
"18890","SUV39H1",1319
"18891","GLOD5",498
"18892","GATA1",1405
"18893","HDAC6",3787
"18894","ERAS",702
"18895","PCSK1N",793
"18896","TIMM17B",720
"18897","PQBP1",823
"18898","SLC35A2",1651
"18899","PIM2",1138
"18900","OTUD5",1756
"18901","KCND1",1969
"18902","GRIPAP1",3047
"18903","TFE3",1773
"18904","CCDC120",2155
"18905","ENSG00000288053",909
"18906","PRAF2",630
"18907","WDR45",1164
"18908","GPKOW",1481
"18909","MAGIX",1136
"18910","PLP2",569
"18911","PRICKLE3",1888
"18912","SYP",967
"18913","CACNA1F",6209
"18914","CCDC22",1964
"18915","FOXP3",1585
"18916","PPP1R3F",2415
"18917","GAGE10",366
"18918","GAGE12J",369
"18919","GAGE13",369
"18920","GAGE12C",369
"18921","GAGE12D",369
"18922","GAGE12E",369
"18923","GAGE12F",369
"18924","GAGE12G",369
"18925","GAGE12H",369
"18926","GAGE2A",366
"18927","GAGE1",369
"18928","PAGE1",461
"18929","PAGE4",324
"18930","USP27X",1317
"18931","CLCN5",2540
"18932","AKAP4",2590
"18933","CCNB3",4238
"18934","DGKK",3951
"18935","SHROOM4",4522
"18936","BMP15",1184
"18937","NUDT10",495
"18938","EZHIP",1512
"18939","NUDT11",495
"18940","CENPVL3",819
"18941","CENPVL2",819
"18942","CENPVL1",819
"18943","GSPT2",1887
"18944","MAGED1",2560
"18945","MAGED4B",2336
"18946","MAGED4",2336
"18947","XAGE2",351
"18948","XAGE1A",272
"18949","XAGE1B",272
"18950","SSX7",592
"18951","SSX2",743
"18952","SSX2B",743
"18953","SPANXN5",224
"18954","XAGE5",342
"18955","XAGE3",351
"18956","FAM156B",642
"18957","FAM156A",642
"18958","GPR173",1122
"18959","TSPYL2",2112
"18960","KANTR",231
"18961","KDM5C",5036
"18962","IQSEC2",5175
"18963","SMC1A",3868
"18964","RIBC1",1199
"18965","HSD17B10",867
"18966","HUWE1",13525
"18967","PHF8",3456
"18968","FAM120C",3386
"18969","WNK3",5513
"18970","TSR2",596
"18971","FGD1",2971
"18972","GNL3L",1819
"18973","ITIH6",4002
"18974","MAGED2",1871
"18975","TRO",4483
"18976","PFKFB1",1512
"18977","APEX2",1582
"18978","ALAS2",1886
"18979","PAGE2B",351
"18980","PAGE2",351
"18981","FAM104B",498
"18982","PAGE5",413
"18983","PAGE3",357
"18984","MAGEH1",660
"18985","USP51",2136
"18986","FOXR2",936
"18987","RRAGB",1175
"18988","KLF8",1164
"18989","UBQLN2",1875
"18990","NBDY",207
"18991","SPIN3",1090
"18992","SPIN2B",777
"18993","SPIN2A",777
"18994","FAAH2",1649
"18995","ZXDB",2412
"18996","NLRP2B",138
